Date,OG/CV,Product,Size,Volume?,Price,Location,Concat,Date2,volume_num,volume_unit,volume_standard,VendorClean,ProductClean
3/31/2025,0,Slicer Cucumber,36's,4p,$10.95 ,Texas,45747Slicer Cucumber36's,117.0,4,pallet,pallet,Farmers Best,Slicer Cucumber
3/31/2025,1,Slicer Cucumber,30's,20p,$10.95 ,Nogales,45747Slicer Cucumber30's,117.0,20,pallet,pallet,Bridges,Slicer Cucumber
3/31/2025,0,Slicer Cucumber,24's,3p,$8.45 ,Texas,45747Slicer Cucumber24's,117.0,3,pallet,pallet,Farmers Best,Slicer Cucumber
3/31/2025,0,Roma Tomato,XL,5P,$10.95 ,Nogales,45747Roma TomatoXL,117.0,5,pallet,pallet,Mexfresh,Roma Tomato- XL
3/31/2025,1,Roma Tomato,XL,3P,$18.95 ,Nogales,45747Roma TomatoXL,117.0,3,pallet,pallet,Bridges,Roma Tomato- XL
3/31/2025,0,Roma Tomato,XL,5P,$12.95 ,Texas,45747Roma TomatoXL,117.0,5,pallet,pallet,Mexfresh,Roma Tomato- XL
3/31/2025,1,Roma Tomato,Med,3P,$14.95 ,Nogales,45747Roma TomatoMed,117.0,3,pallet,pallet,Bridges,Roma Tomato- XL
3/31/2025,0,Roma Tomato,LG,5P,$9.95 ,Nogales,45747Roma TomatoLG,117.0,5,pallet,pallet,Mexfresh,Roma Tomato- XL
3/31/2025,1,Roma Tomato,LG,3P,$16.95 ,Nogales,45747Roma TomatoLG,117.0,3,pallet,pallet,Bridges,Roma Tomato- XL
3/31/2025,0,Roma Tomato,LG,5P,$10.95 ,Texas,45747Roma TomatoLG,117.0,5,pallet,pallet,Mexfresh,Roma Tomato- XL
3/31/2025,0,Roma Tomato,Jbo,5P,$10.95 ,Nogales,45747Roma TomatoJbo,117.0,5,pallet,pallet,Mexfresh,Roma Tomato- XL
3/31/2025,0,Roma Tomato,Jbo,5P,$12.95 ,Texas,45747Roma TomatoJbo,117.0,5,pallet,pallet,Mexfresh,Roma Tomato- XL
3/31/2025,0,Red Bell Pepper 25lb,XL,3P,$14.95 ,Nogales,45747Red Bell Pepper 25lbXL,117.0,3,pallet,pallet,Trufresh,Red Bell Pepper 25lb
3/31/2025,0,Red Bell Pepper 25lb,XL,3P,$16.00 ,Texas,45747Red Bell Pepper 25lbXL,117.0,3,pallet,pallet,Harvest Best LLC,Red Bell Pepper 25lb
3/31/2025,0,Red Bell Pepper 25lb,Suntan,8P,$12.00 ,Nogales,45747Red Bell Pepper 25lbSuntan,117.0,8,pallet,pallet,ASL PRODUCE,Red Bell Pepper 25lb
3/31/2025,0,Red Bell Pepper 25lb,Suntan,12P,$8.00 ,Texas,45747Red Bell Pepper 25lbSuntan,117.0,12,pallet,pallet,ASL PRODUCE,Red Bell Pepper 25lb
3/31/2025,0,Red Bell Pepper 25lb,LG,1P,$14.95 ,Nogales,45747Red Bell Pepper 25lbLG,117.0,1,pallet,pallet,Trufresh,Red Bell Pepper 25lb
3/31/2025,0,Red Bell Pepper 25lb,CH,2P,$16.00 ,Nogales,45747Red Bell Pepper 25lbCH,117.0,2,pallet,pallet,ASL PRODUCE,Red Bell Pepper 25lb
3/31/2025,0,Red Bell Pepper 11lb,XXL,2P,$7.50 ,Texas,45747Red Bell Pepper 11lbXXL,117.0,2,pallet,pallet,Red Sun,Red Bell Pepper 11lb
3/31/2025,0,Red Bell Pepper 11lb,XL,6P,$8.00 ,Nogales,45747Red Bell Pepper 11lbXL,117.0,6,pallet,pallet,EarthBlend LLC,Red Bell Pepper 11lb
3/31/2025,1,Red Bell Pepper 11lb,XL,30P,$16.95 ,Nogales,45747Red Bell Pepper 11lbXL,117.0,30,pallet,pallet,IPR,Red Bell Pepper 11lb
3/31/2025,0,Red Bell Pepper 11lb,XL,3P,$9.25 ,Texas,45747Red Bell Pepper 11lbXL,117.0,3,pallet,pallet,Harvest Best LLC,Red Bell Pepper 11lb
3/31/2025,0,Red Bell Pepper 11lb,XL,3P,$9.95 ,Texas,45747Red Bell Pepper 11lbXL,117.0,3,pallet,pallet,"Sweet Seasons, LLC.",Red Bell Pepper 11lb
3/31/2025,0,Red Bell Pepper 11lb,XL,3P,$7.50 ,Texas,45747Red Bell Pepper 11lbXL,117.0,3,pallet,pallet,Red Sun,Red Bell Pepper 11lb
3/31/2025,0,Red Bell Pepper 11lb,Med,3P,$12.00 ,Nogales,45747Red Bell Pepper 11lbMed,117.0,3,pallet,pallet,EarthBlend LLC,Red Bell Pepper 11lb
3/31/2025,0,Red Bell Pepper 11lb,LG,2P,$9.95 ,Texas,45747Red Bell Pepper 11lbLG,117.0,2,pallet,pallet,"Sweet Seasons, LLC.",Red Bell Pepper 11lb
3/31/2025,0,Red Bell Pepper 11lb,LG,5P,$6.50 ,Texas,45747Red Bell Pepper 11lbLG,117.0,5,pallet,pallet,Red Sun,Red Bell Pepper 11lb
3/31/2025,0,Red Bell Pepper 11lb,Jbo,1P,$8.00 ,Nogales,45747Red Bell Pepper 11lbJbo,117.0,1,pallet,pallet,EarthBlend LLC,Red Bell Pepper 11lb
3/31/2025,1,Red Bell Pepper 11lb,Jbo,1P,$16.95 ,Nogales,45747Red Bell Pepper 11lbJbo,117.0,1,pallet,pallet,Agriferg,Red Bell Pepper 11lb
3/31/2025,0,Red Bell Pepper 11lb,Jbo,6P,$9.95 ,Texas,45747Red Bell Pepper 11lbJbo,117.0,6,pallet,pallet,"Sweet Seasons, LLC.",Red Bell Pepper 11lb
3/31/2025,0,Red Bell Pepper 11lb,CH,3P,$10.00 ,Nogales,45747Red Bell Pepper 11lbCH,117.0,3,pallet,pallet,EarthBlend LLC,Red Bell Pepper 11lb
3/31/2025,0,Pineapple,8ct,10p,$10.00 ,Texas,45747Pineapple8ct,117.0,10,pallet,pallet,Chula,Pineapple
3/31/2025,0,Pineapple,7ct,10p,$13.00 ,Texas,45747Pineapple7ct,117.0,10,pallet,pallet,Chula,Pineapple
3/31/2025,0,Pineapple,7ct,7p,$11.50 ,Texas,45747Pineapple7ct,117.0,7,pallet,pallet,Bebo,Pineapple
3/31/2025,0,Pineapple,6ct,10p,$13.00 ,Texas,45747Pineapple6ct,117.0,10,pallet,pallet,Chula,Pineapple
3/31/2025,0,Pineapple,6ct,20p,$11.50 ,Texas,45747Pineapple6ct,117.0,20,pallet,pallet,Bebo,Pineapple
3/31/2025,0,Pineapple,5ct,20p,$11.00 ,Texas,45747Pineapple5ct,117.0,20,pallet,pallet,Grande Produce,Pineapple
3/31/2025,0,Pineapple,5ct,10p,$12.50 ,Texas,45747Pineapple5ct,117.0,10,pallet,pallet,Chula,Pineapple
3/31/2025,0,Pineapple,5ct,20p,$11.50 ,Texas,45747Pineapple5ct,117.0,20,pallet,pallet,Bebo,Pineapple
3/31/2025,0,Pineapple,4ct,10p,$10.50 ,Texas,45747Pineapple4ct,117.0,10,pallet,pallet,Chula,Pineapple
3/31/2025,0,Persian Lime,250ct,6p,$26.00 ,Texas,45747Persian Lime250ct,117.0,6,pallet,pallet,Tropipack,Persian Limes
3/31/2025,0,Persian Lime,250ct,3P,$27.00 ,Texas,45747Persian Lime250ct,117.0,3,pallet,pallet,Verafruit,Persian Limes
3/31/2025,0,Persian Lime,230ct,10p,$30.00 ,Texas,45747Persian Lime230ct,117.0,10,pallet,pallet,Tropipack,Persian Limes
3/31/2025,0,Persian Lime,230ct,3P,$30.00 ,Texas,45747Persian Lime230ct,117.0,3,pallet,pallet,Verafruit,Persian Limes
3/31/2025,0,Persian Lime,200ct,6p,$36.00 ,Texas,45747Persian Lime200ct,117.0,6,pallet,pallet,Tropipack,Persian Limes
3/31/2025,0,Persian Lime,200ct,3P,$32.00 ,Texas,45747Persian Lime200ct,117.0,3,pallet,pallet,Verafruit,Persian Limes
3/31/2025,0,Persian Lime,175ct,3p,$36.00 ,Texas,45747Persian Lime175ct,117.0,3,pallet,pallet,Tropipack,Persian Limes
3/31/2025,0,Persian Lime,175ct,3P,$34.00 ,Texas,45747Persian Lime175ct,117.0,3,pallet,pallet,Verafruit,Persian Limes
3/31/2025,0,Persian Lime,150ct,3p,$38.00 ,Texas,45747Persian Lime150ct,117.0,3,pallet,pallet,Tropipack,Persian Limes
3/31/2025,0,Persian Lime,150ct,3P,$36.00 ,Texas,45747Persian Lime150ct,117.0,3,pallet,pallet,Verafruit,Persian Limes
3/31/2025,0,Persian Lime,110ct,3p,$38.00 ,Texas,45747Persian Lime110ct,117.0,3,pallet,pallet,Tropipack,Persian Limes
3/31/2025,0,Persian Lime,110ct,3P,$36.00 ,Texas,45747Persian Lime110ct,117.0,3,pallet,pallet,Verafruit,Persian Limes
3/31/2025,1,Persian Cucumber,Fancy,6p,$14.95 ,Nogales,45747Persian CucumberFancy,117.0,6,pallet,pallet,Agriferg,Persian Cucumber Choice
3/31/2025,1,Persian Cucumber,Fancy,19P,$21.95 ,Nogales,45747Persian CucumberFancy,117.0,19,pallet,pallet,TerraBella ,Persian Cucumber Choice
3/31/2025,0,Persian Cucumber,Fancy,1016cs,$15.00 ,Texas,45747Persian CucumberFancy,117.0,1016,case,case,"Produce Team, LLC.",Persian Cucumber Choice
3/31/2025,0,Orange Bell Pepper 25lb,XL,3P,$10.25 ,Texas,45747Orange Bell Pepper 25lbXL,117.0,3,pallet,pallet,Harvest Best LLC,Orange Bell Peppers XXLG
3/31/2025,0,Orange Bell Pepper 25lb,XL,3P,$11.95 ,Texas,45747Orange Bell Pepper 25lbXL,117.0,3,pallet,pallet,Lakeway,Orange Bell Peppers XXLG
3/31/2025,1,Orange Bell Pepper 25lb,CH,11P,$10.95 ,Nogales,45747Orange Bell Pepper 25lbCH,117.0,11,pallet,pallet,Agriferg,Orange Bell Peppers XXLG
3/31/2025,1,Orange Bell Pepper 11lb,XL,40P,$12.95 ,Nogales,45747Orange Bell Pepper 11lbXL,117.0,40,pallet,pallet,IPR,Orange Bell Peppers XXLG
3/31/2025,0,Orange Bell Pepper 11lb,XL,3P,$10.25 ,Texas,45747Orange Bell Pepper 11lbXL,117.0,3,pallet,pallet,Harvest Best LLC,Orange Bell Peppers XXLG
3/31/2025,0,Orange Bell Pepper 11lb,LG,5P,$7.00 ,Texas,45747Orange Bell Pepper 11lbLG,117.0,5,pallet,pallet,Red Sun,Orange Bell Peppers XXLG
3/31/2025,1,Mini Sweets,12X1,3P,$16.95 ,Nogales,45747Mini Sweets12X1,117.0,3,pallet,pallet,Agriferg,Mini Sweets
3/31/2025,1,Mini Sweets,12X1,10P,$12.95 ,Nogales,45747Mini Sweets12X1,117.0,10,pallet,pallet,Trufresh,Mini Sweets
3/31/2025,0,Mini Sweets,12X1,3P,$8.95 ,Nogales,45747Mini Sweets12X1,117.0,3,pallet,pallet,Kaliroy,Mini Sweets
3/31/2025,0,Mini Sweets,12X1,5P,$14.95 ,Texas,45747Mini Sweets12X1,117.0,5,pallet,pallet,Lakeway,Mini Sweets
3/31/2025,0,Medley Tomato,12X1,360cs,$9.00 ,Texas,45747Medley Tomato12X1,117.0,360,case,case,Red Sun,Medley Tomatoes
3/31/2025,0,Jalapeño,XL,3P,$17.50 ,Nogales,45747JalapeñoXL,117.0,3,pallet,pallet,Trufresh,Jalapeño
3/31/2025,1,Heirloom,10Lb,10P,$20.00 ,Nogales,45747Heirloom10Lb,117.0,10,pallet,pallet,Covili,Heirloom
3/31/2025,0,Heirloom Tomato,10Lb,100cs,$10.00 ,Texas,45747Heirloom Tomato10Lb,117.0,100,case,case,Huron,Heirloom Tomato
3/31/2025,0,Green Bell Pepper,XSml,12P,$5.00 ,Texas,45747Green Bell PepperXSml,117.0,12,pallet,pallet,ASL PRODUCE,Green Bell Pepper
3/31/2025,0,Green Bell Pepper,XL,3P,$17.95 ,Nogales,45747Green Bell PepperXL,117.0,3,pallet,pallet,Trufresh,Green Bell Pepper
3/31/2025,1,Green Bell Pepper,XL,15P,$26.95 ,Nogales,45747Green Bell PepperXL,117.0,15,pallet,pallet,Franks,Green Bell Pepper
3/31/2025,0,Green Bell Pepper,Suntan,1P,$7.00 ,Nogales,45747Green Bell PepperSuntan,117.0,1,pallet,pallet,ASL PRODUCE,Green Bell Pepper
3/31/2025,0,Green Bell Pepper,Suntan,12P,$6.00 ,Texas,45747Green Bell PepperSuntan,117.0,12,pallet,pallet,ASL PRODUCE,Green Bell Pepper
3/31/2025,0,Green Bell Pepper,Small,6P,$8.00 ,Nogales,45747Green Bell PepperSmall,117.0,6,pallet,pallet,ASL PRODUCE,Green Bell Pepper
3/31/2025,0,Green Bell Pepper,Small,15P,$8.00 ,Texas,45747Green Bell PepperSmall,117.0,15,pallet,pallet,ASL PRODUCE,Green Bell Pepper
3/31/2025,0,Green Bell Pepper,Med,3P,$15.00 ,Nogales,45747Green Bell PepperMed,117.0,3,pallet,pallet,EarthBlend LLC,Green Bell Pepper
3/31/2025,0,Green Bell Pepper,Med,6P,$12.95 ,Texas,45747Green Bell PepperMed,117.0,6,pallet,pallet,ASL PRODUCE,Green Bell Pepper
3/31/2025,0,Green Bell Pepper,LG,1P,$20.00 ,Texas,45747Green Bell PepperLG,117.0,1,pallet,pallet,ASL PRODUCE,Green Bell Pepper
3/31/2025,0,Green Bell Pepper,Jbo,3P,$15.95 ,Nogales,45747Green Bell PepperJbo,117.0,3,pallet,pallet,Trufresh,Green Bell Pepper
3/31/2025,0,Green Bell Pepper,Eurobx,330cs 55ct,$20.95 ,Texas,45747Green Bell PepperEurobx,117.0,330,case,case,ASL PRODUCE,Green Bell Pepper
3/31/2025,0,Green Bell Pepper,CH Xl,6P,$12.95 ,Texas,45747Green Bell PepperCH Xl,117.0,6,pallet,pallet,ASL PRODUCE,Green Bell Pepper
3/31/2025,1,Green Bell Pepper,CH Med,2P,$12.95 ,Nogales,45747Green Bell PepperCH Med,117.0,2,pallet,pallet,Agriferg,Green Bell Pepper
3/31/2025,0,Green Bell Pepper,CH Med,4P,$12.00 ,Texas,45747Green Bell PepperCH Med,117.0,4,pallet,pallet,ASL PRODUCE,Green Bell Pepper
3/31/2025,0,Green Bell Pepper,CH Lg,2P,$12.95 ,Texas,45747Green Bell PepperCH Lg,117.0,2,pallet,pallet,ASL PRODUCE,Green Bell Pepper
3/31/2025,0,Green Bell Pepper,CH,3P,$13.00 ,Nogales,45747Green Bell PepperCH,117.0,3,pallet,pallet,EarthBlend LLC,Green Bell Pepper
3/31/2025,1,Green Bell Pepper,CH,3P,$10.95 ,Nogales,45747Green Bell PepperCH,117.0,3,pallet,pallet,Agriferg,Green Bell Pepper
3/31/2025,0,Green Bell Pepper,15 lb,15P,$26.95 ,Texas,45747Green Bell Pepper15 lb,117.0,15,pallet,pallet,Franks,Green Bell Pepper
3/31/2025,0,Green Beans,28lb,280cs,$36.95 ,Nogales,45747Green Beans28lb,117.0,280,case,case,ASL,Green Beans
3/31/2025,0,Gray Squash,Fancy,3P,$6.95 ,Texas,45747Gray SquashFancy,117.0,3,pallet,pallet,Farmers Best,Grey Squash
3/31/2025,0,Grape,20Lb,4P,$21.95 ,Texas,45747Grape20Lb,117.0,4,pallet,pallet,Mexfresh,Grape
3/31/2025,0,Grape Tomato,12X1,4P,$8.95 ,Nogales,45747Grape Tomato12X1,117.0,4,pallet,pallet,Santa Sweets,Grape Tomato
3/31/2025,1,European Cucumber,12 Med,20p,$5.95 ,Nogales,45747European Cucumber12 Med,117.0,20,pallet,pallet,TerraBella ,Euro Cucumber
3/31/2025,0,European Cucumber,12 Med,300cs,$5.00 ,Texas,45747European Cucumber12 Med,117.0,300,case,case,Red Sun,Euro Cucumber
3/31/2025,0,Cherry Tomato,Basket 12's,3P,$10.95 ,Nogales,45747Cherry TomatoBasket 12's,117.0,3,pallet,pallet,Santa Sweets,Cherry Tomatoes
3/31/2025,1,Cherry Tomato,Basket 12's,3P,$12.95 ,Nogales,45747Cherry TomatoBasket 12's,117.0,3,pallet,pallet,Santa Sweets,Cherry Tomatoes
3/31/2025,0,Celery ,24's,3P,$13.25 ,Texas,45747Celery 24's,117.0,3,pallet,pallet,Harvest Best LLC,Celery 
3/31/2025,0,Celery ,24ct,10P,$11.50 ,Texas,45747Celery 24ct,117.0,10,pallet,pallet,FreshTex,Celery 
3/31/2025,0,Carrot,Jbo,5P,$11.00 ,Texas,45747CarrotJbo,117.0,5,pallet,pallet,Harvest Best LLC,Carrot
3/31/2025,1,Butternut,Small,1P,$34.95 ,Nogales,45747ButternutSmall,117.0,1,pallet,pallet,Bridges,Butternut
3/31/2025,1,Butternut,Med,1P,$40.95 ,Nogales,45747ButternutMed,117.0,1,pallet,pallet,Bridges,Butternut
3/31/2025,1,Butternut,LG,1P,$40.95 ,Nogales,45747ButternutLG,117.0,1,pallet,pallet,Bridges,Butternut
3/31/2025,0,Broccoli,,5P,$10.25 ,Texas,45747Broccoli,117.0,5,pallet,pallet,Harvest Best LLC,Broccoli
3/31/2025,0,Broccoli,,10P,$9.50 ,Texas,45747Broccoli,117.0,10,pallet,pallet,FreshTex,Broccoli
3/31/2025,0,Beef Steak Tomato,28ct,3P,$12.95 ,Nogales,45747Beef Steak Tomato28ct,117.0,3,pallet,pallet,Malena,Beef Steak Tomato
3/31/2025,1,Acorn,Small,3P,$14.95 ,Nogales,45747AcornSmall,117.0,3,pallet,pallet,Veg fresh,Acorn
3/31/2025,1,Acorn,Med,3P,$22.95 ,Nogales,45747AcornMed,117.0,3,pallet,pallet,Veg fresh,Acorn
3/31/2025,1,Acorn,LG,3P,$22.95 ,Nogales,45747AcornLG,117.0,3,pallet,pallet,Veg fresh,Acorn
4/1/2025,1,Zucchini Squash,Xfancy,200cs,$8.95 ,Nogales,45748Zucchini SquashXfancy,116.0,200,case,case,Wholesum,Zucchini Squash
4/1/2025,0,Zucchini Squash,Xfancy,2P,$11.95 ,Texas,45748Zucchini SquashXfancy,116.0,2,pallet,pallet,Farmers Best,Zucchini Squash
4/1/2025,1,Zucchini Squash,Med,1081cs,$8.95 ,Nogales,45748Zucchini SquashMed,116.0,1081,case,case,Wholesum,Zucchini Squash
4/1/2025,0,Zucchini Squash,Med,2P,$9.95 ,Texas,45748Zucchini SquashMed,116.0,2,pallet,pallet,Farmers Best,Zucchini Squash
4/1/2025,0,Zucchini Squash,LG,3P,$11.95 ,Texas,45748Zucchini SquashLG,116.0,3,pallet,pallet,Farmers Best,Zucchini Squash
4/1/2025,0,Zucchini Squash,Fancy,3P,$8.95 ,Nogales,45748Zucchini SquashFancy,116.0,3,pallet,pallet,Veg Fresh,Zucchini Squash
4/1/2025,1,Zucchini Squash,Fancy,910cs,$8.95 ,Nogales,45748Zucchini SquashFancy,116.0,910,case,case,Wholesum,Zucchini Squash
4/1/2025,0,Zucchini Squash,Fancy,2P,$9.95 ,Texas,45748Zucchini SquashFancy,116.0,2,pallet,pallet,Farmers Best,Zucchini Squash
4/1/2025,1,Yellow Squash,Xfancy,240cs,$12.95 ,Nogales,45748Yellow SquashXfancy,116.0,240,case,case,Wholesum,Yellow Squash
4/1/2025,1,Yellow Squash,Med,629cs,$8.50 ,Nogales,45748Yellow SquashMed,116.0,629,case,case,Wholesum,Yellow Squash
4/1/2025,0,Yellow Squash,Med,3P,$12.95 ,Texas,45748Yellow SquashMed,116.0,3,pallet,pallet,Farmers Best,Yellow Squash
4/1/2025,0,Yellow Squash,Fancy,3P,$12.00 ,Nogales,45748Yellow SquashFancy,116.0,3,pallet,pallet,Earhtblend,Yellow Squash
4/1/2025,1,Yellow Squash,Fancy,403cs,$12.95 ,Nogales,45748Yellow SquashFancy,116.0,403,case,case,Wholesum,Yellow Squash
4/1/2025,0,Yellow Squash,Fancy,3P,$14.95 ,Texas,45748Yellow SquashFancy,116.0,3,pallet,pallet,Farmers Best,Yellow Squash
4/1/2025,0,Yellow Bell Pepper 25lb,CH,3P,$8.95 ,Nogales,45748Yellow Bell Pepper 25lbCH,116.0,3,pallet,pallet,Agriferg,Yellow Bell Peppers XXXL
4/1/2025,0,Yellow Bell Pepper 11lb,XXL,3P,$10.00 ,Texas,45748Yellow Bell Pepper 11lbXXL,116.0,3,pallet,pallet,Verafruit,Yellow Bell Peppers XXXL
4/1/2025,1,Yellow Bell Pepper 11lb,XL,30P,$12.95 ,Nogales,45748Yellow Bell Pepper 11lbXL,116.0,30,pallet,pallet,IPR,Yellow Bell Peppers XXXL
4/1/2025,0,Yellow Bell Pepper 11lb,XL,5P,$10.95 ,Nogales,45748Yellow Bell Pepper 11lbXL,116.0,5,pallet,pallet,IPR,Yellow Bell Peppers XXXL
4/1/2025,0,Yellow Bell Pepper 11lb,XL,3P,$10.00 ,Texas,45748Yellow Bell Pepper 11lbXL,116.0,3,pallet,pallet,Verafruit,Yellow Bell Peppers XXXL
4/1/2025,1,Yellow Bell Pepper 11lb,LG,8P,$10.95 ,Nogales,45748Yellow Bell Pepper 11lbLG,116.0,8,pallet,pallet,IPR,Yellow Bell Peppers XXXL
4/1/2025,0,Yellow Bell Pepper 11lb,LG,5P,$8.95 ,Nogales,45748Yellow Bell Pepper 11lbLG,116.0,5,pallet,pallet,IPR,Yellow Bell Peppers XXXL
4/1/2025,0,Yellow Bell Pepper 11lb,LG,3P,$9.00 ,Texas,45748Yellow Bell Pepper 11lbLG,116.0,3,pallet,pallet,Verafruit,Yellow Bell Peppers XXXL
4/1/2025,1,Yellow Bell Pepper 11lb,Jbo,2P,$20.95 ,Nogales,45748Yellow Bell Pepper 11lbJbo,116.0,2,pallet,pallet,Agriferg,Yellow Bell Peppers XXXL
4/1/2025,1,Yellow Bell Pepper 11lb,CH,20P,$12.95 ,Nogales,45748Yellow Bell Pepper 11lbCH,116.0,20,pallet,pallet,Agriferg,Yellow Bell Peppers XXXL
4/1/2025,0,White Onion,Med,2P,$8.00 ,Nogales,45748White OnionMed,116.0,2,pallet,pallet,Trufresh,White Onion
4/1/2025,0,White Onion,50Lb,2P Col,$7.00 ,Nogales,45748White Onion50Lb,116.0,2,pallet,pallet,Trufresh,White Onion
4/1/2025,0,Watermelons,80ct,5P,$189.00 ,Nogales,45748Watermelons80ct,116.0,5,pallet,pallet,Earhtblend,Watermelon Seed
4/1/2025,0,Watermelons,36ct,5P,$224.00 ,Nogales,45748Watermelons36ct,116.0,5,pallet,pallet,Earhtblend,Watermelon Seed
4/1/2025,1,TOV,4 - 5,5P,$8.95 ,Nogales,45748TOV4 - 5,116.0,5,pallet,pallet,Wholesum,TOV
4/1/2025,0,TOV,4 - 5,500cs,$7.50 ,Texas,45748TOV4 - 5,116.0,500,case,case,Globalmex,TOV
4/1/2025,0,Tomatillo Peeled,,3P,$19.00 ,Texas,45748Tomatillo Peeled,116.0,3,pallet,pallet,Verafruit,Tomatillo Peeled
4/1/2025,0,Spaghetti,XL,1 load,$7.00 ,Nogales,45748SpaghettiXL,116.0,1,load,load,Harvest Master LLC,Spaghetti
4/1/2025,1,Spaghetti,Small,4P,$14.95 ,Nogales,45748SpaghettiSmall,116.0,4,pallet,pallet,Veg Fresh,Spaghetti
4/1/2025,1,Spaghetti,Med,3P,$28.95 ,Nogales,45748SpaghettiMed,116.0,3,pallet,pallet,Veg Fresh,Spaghetti
4/1/2025,1,Spaghetti,LG,3P,$28.95 ,Nogales,45748SpaghettiLG,116.0,3,pallet,pallet,Veg Fresh,Spaghetti
4/1/2025,0,Slicer Cucumber,SS,6p,$22.95 ,Nogales,45748Slicer CucumberSS,116.0,6,pallet,pallet,Cesar Osuna,Slicer Cucumber
4/1/2025,0,Slicer Cucumber,SS,8p,$20.95 ,Nogales,45748Slicer CucumberSS,116.0,8,pallet,pallet,TRICAR,Slicer Cucumber
4/1/2025,0,Slicer Cucumber,SS,5p,$18.95 ,Nogales,45748Slicer CucumberSS,116.0,5,pallet,pallet,Divine,Slicer Cucumber
4/1/2025,0,Slicer Cucumber,SS,7p Tomorrow,$22.95 ,Texas,45748Slicer CucumberSS,116.0,7,pallet,pallet,HM,Slicer Cucumber
4/1/2025,0,Slicer Cucumber,SS,1176cs,$20.95 ,Texas,45748Slicer CucumberSS,116.0,1176,case,case,"Grower Alliance, LLC",Slicer Cucumber
4/1/2025,0,Slicer Cucumber,Small,84cs,$14.00 ,Nogales,45748Slicer CucumberSmall,116.0,84,case,case,ASL PRODUCE,Slicer Cucumber
4/1/2025,1,Slicer Cucumber,Small,3p,$16.95 ,Nogales,45748Slicer CucumberSmall,116.0,3,pallet,pallet,Santa Sweets,Slicer Cucumber
4/1/2025,0,Slicer Cucumber,Small,630cs,$14.00 ,Texas,45748Slicer CucumberSmall,116.0,630,case,case,SL ,Slicer Cucumber
4/1/2025,1,Slicer Cucumber,Selecto,3p,$18.95 ,Nogales,45748Slicer CucumberSelecto,116.0,3,pallet,pallet,Santa Sweets,Slicer Cucumber
4/1/2025,0,Slicer Cucumber,Selecto,1p Tomorrow,$20.95 ,Texas,45748Slicer CucumberSelecto,116.0,1,pallet,pallet,HM,Slicer Cucumber
4/1/2025,0,Slicer Cucumber,Plain,798cs,$12.00 ,Nogales,45748Slicer CucumberPlain,116.0,798,case,case,ASL PRODUCE,Slicer Cucumber
4/1/2025,1,Slicer Cucumber,Plain,6p,$14.95 ,Nogales,45748Slicer CucumberPlain,116.0,6,pallet,pallet,Franks,Slicer Cucumber
4/1/2025,1,Slicer Cucumber,Plain,6p,$9.95 ,Nogales,45748Slicer CucumberPlain,116.0,6,pallet,pallet,Bridges,Slicer Cucumber
4/1/2025,1,Slicer Cucumber,Plain,4p,$14.95 ,Nogales,45748Slicer CucumberPlain,116.0,4,pallet,pallet,Santa Sweets,Slicer Cucumber
4/1/2025,1,Slicer Cucumber,Plain,4p,$16.95 ,Nogales,45748Slicer CucumberPlain,116.0,4,pallet,pallet,Divine,Slicer Cucumber
4/1/2025,0,Slicer Cucumber,Plain,5p,$12.95 ,Nogales,45748Slicer CucumberPlain,116.0,5,pallet,pallet,Divine,Slicer Cucumber
4/1/2025,0,Slicer Cucumber,Plain,2352cs,$12.95 ,Texas,45748Slicer CucumberPlain,116.0,2352,case,case,SL ,Slicer Cucumber
4/1/2025,0,Slicer Cucumber,LG,5p,$19.95 ,Nogales,45748Slicer CucumberLG,116.0,5,pallet,pallet,Cesar Osuna,Slicer Cucumber
4/1/2025,0,Slicer Cucumber,LG,378cs,$20.00 ,Nogales,45748Slicer CucumberLG,116.0,378,case,case,ASL PRODUCE,Slicer Cucumber
4/1/2025,0,Slicer Cucumber,LG,7p,$20.95 ,Nogales,45748Slicer CucumberLG,116.0,7,pallet,pallet,TRICAR,Slicer Cucumber
4/1/2025,0,Slicer Cucumber,LG,5p,$18.95 ,Nogales,45748Slicer CucumberLG,116.0,5,pallet,pallet,Divine,Slicer Cucumber
4/1/2025,0,Slicer Cucumber,36's,8p,$10.95 ,Nogales,45748Slicer Cucumber36's,116.0,8,pallet,pallet,TRICAR,Slicer Cucumber
4/1/2025,1,Slicer Cucumber,36's,12p,$12.95 ,Nogales,45748Slicer Cucumber36's,116.0,12,pallet,pallet,Bridges,Slicer Cucumber
4/1/2025,1,Slicer Cucumber,36's,4p,$14.95 ,Nogales,45748Slicer Cucumber36's,116.0,4,pallet,pallet,Divine,Slicer Cucumber
4/1/2025,1,Slicer Cucumber,30's,12p,$10.95 ,Nogales,45748Slicer Cucumber30's,116.0,12,pallet,pallet,Bridges,Slicer Cucumber
4/1/2025,0,Slicer Cucumber,24's,1500cs,9.5,Texas,45748Slicer Cucumber24's,116.0,1500,case,case,SL ,Slicer Cucumber
4/1/2025,0,Round Tomato,5x5,3P,$19.95 ,Texas,45748Round Tomato5x5,116.0,3,pallet,pallet,Kingdom,Round Tomato
4/1/2025,0,Round Tomato,4x5,3P,$19.95 ,Texas,45748Round Tomato4x5,116.0,3,pallet,pallet,Kingdom,Round Tomato
